id,pert_id,pert_iname,cell_iname,pert_type,pert_idose,pert_itime,nsample,ss_ngene,cc_q75,tas,qc_pass,is_hiq,is_ncs_sig,is_exemplar_sig,is_null_sig,moa,target_name,raw_cs,fdr_q_nlog10,norm_cs
REP.A012_A549_24H:C01,BRD-K00494077,trovafloxacin,A549,trt_cp,10 uM,24 h,3,319,0.4748,0.393533,0,0,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.4234,0.6843,-0.8395
REP.A020_MDAMB231_24H:I24,BRD-K45152786,merbarone,MDAMB231,trt_cp,0.04 uM,24 h,2,157,0.3201,0.226685,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.4227,0.6804,-0.838
LIVB002_HUH7_72H:N19,BRD-K07612980,sparfloxacin,HUH7,trt_cp,8 uM,72 h,3,82,0.11,0.096036,0,0,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.421,0.6696,-0.8348
REP.B012_PC3_24H:C01,BRD-K00494077,trovafloxacin,PC3,trt_cp,2.22 uM,24 h,2,140,0.4464,0.252788,0,0,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.4168,0.6443,-0.8264
RAD001_PC3_6H:BRD-K32107296-001-04-5:0.0137,BRD-K32107296,temozolomide,PC3,trt_cp,0.01 uM,6 h,2,176,0.23,0.203447,0,0,1,1,0,DNA alkylating agent,TOP2A|MGMT,-0.4154,0.6361,-0.8236
REP.A012_HA1E_24H:C01,BRD-K00494077,trovafloxacin,HA1E,trt_cp,10 uM,24 h,3,464,0.661,0.560003,1,1,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.4147,0.6332,-0.8222
REP.B004_HT29_24H:P11,BRD-A26423207,sparfloxacin,HT29,trt_cp,0.03 uM,24 h,2,117,0.1335,0.126376,0,0,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.4124,0.6223,-0.8176
PCLB003_HEPG2_24H:BRD-A52530684-003-01-7:3.33,BRD-A52530684,doxorubicin,HEPG2,trt_cp,3.33 uM,24 h,3,575,0.77,0.672837,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.4117,0.6192,-0.8162
REP.B005_HT29_24H:G19,BRD-K09426783,TAS-103,HT29,trt_cp,2.22 uM,24 h,2,252,0.4228,0.330064,0,0,1,1,0,Topoisomerase inhibitor,TOP1|TOP2A,-0.4095,0.6084,-0.8119
REP.A011_HEK293_24H:P21,BRD-A33280134,etoposide,HEK293,trt_cp,1.11 uM,24 h,2,145,0.1875,0.166731,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|TOP2B|CYP2E1|CYP3A5,-0.4089,0.6056,-0.8108
CPC014_NPC_24H:BRD-K66615216-001-01-9:10,BRD-K66615216,moxifloxacin,NPC,trt_cp,10 uM,24 h,3,154,0.19,0.172969,0,0,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.4089,0.6053,-0.8107
CPC014_SKB_24H:BRD-K83794624-001-01-7:10,BRD-K83794624,pirarubicin,SKB,trt_cp,10 uM,24 h,2,215,0.15,0.181591,0,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.4085,0.6023,-0.81
REP.A015_THP1_24H:C13,BRD-K56334280,amonafide,THP1,trt_cp,10 uM,24 h,2,504,0.454,0.483697,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|TOP2B,-0.4066,0.5933,-0.8063
PBIOA013_HCC515_24H:O07,BRD-K37798499,etoposide,HCC515,trt_cp,10 uM,24 h,3,478,0.74,0.601396,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|TOP2B|CYP2E1|CYP3A5,-0.4067,0.5933,-0.8063
CPC014_PHH_24H:BRD-K07265709-003-01-5:10,BRD-K07265709,razoxane,PHH,trt_cp,10 uM,24 h,4,233,0.22,0.228939,0,0,1,1,0,Chelating agent|Topoisomerase inhibitor,TOP2A|TOP2B,-0.4033,0.576,-0.7997
PBIOA015_HT29_24H:D09,BRD-K43389675,daunorubicin,HT29,trt_cp,1.11 uM,24 h,3,649,0.8,0.728615,1,1,1,1,0,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A|TOP2B,-0.3985,0.5507,-0.7901
PAC004_U2OS_6H:BRD-K11196887-001-04-8:10,BRD-K11196887,norfloxacin,U2OS,trt_cp,10 uM,6 h,2,18,0.28,0.071787,1,0,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.3983,0.5492,-0.7897
REP.B024_A375_24H:L24,BRD-K78113049,enoxacin,A375,trt_cp,0.01 uM,24 h,2,105,0.1863,0.141427,1,1,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.3955,0.5351,-0.7841
CPC014_NPC_24H:BRD-K85985071-001-20-7:10,BRD-K85985071,ellipticine,NPC,trt_cp,10 uM,24 h,3,157,0.23,0.192152,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|TOP2B,-0.3952,0.5331,-0.7836
CPC014_NPC_24H:BRD-K07265709-003-01-5:10,BRD-K07265709,razoxane,NPC,trt_cp,10 uM,24 h,3,113,0.19,0.148165,0,0,1,1,0,Chelating agent|Topoisomerase inhibitor,TOP2A|TOP2B,-0.3888,0.5032,-0.7709
CPC011_HT29_6H:BRD-K55034111-066-12-2:10,BRD-K55034111,pefloxacin,HT29,trt_cp,10 uM,6 h,4,139,0.06,0.092345,0,0,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.3852,0.4861,-0.7638
CVD001_PHH_24H:BRD-K47869605-001-18-9:10,BRD-K47869605,BRD-K47869605,PHH,trt_cp,10 uM,24 h,3,153,0.33,0.227213,0,0,1,1,0,Tubulin inhibitor,IGF1R|TOP2A|TUBA4A|TUBB,-0.3827,0.4731,-0.7587
REP.A020_YAPC_24H:I19,BRD-K45152786,merbarone,YAPC,trt_cp,10 uM,24 h,3,169,0.1691,0.170941,1,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.3811,0.4678,-0.7556
REP.B020_MCF7_24H:I22,BRD-K45152786,merbarone,MCF7,trt_cp,0.08 uM,24 h,2,52,0.1024,0.0737874,1,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.381,0.4676,-0.7554
CPC006_H1299_6H:BRD-K82135108-001-01-9:10,BRD-K82135108,elesclomol,H1299,trt_cp,10 uM,6 h,2,80,0.08,0.0808948,0,0,1,1,0,Oxidizing agent,TOP2A|HSPA1A,-0.3748,0.4377,-0.7432
REP.A004_MCF7_24H:N01,BRD-A24228527,ofloxacin,MCF7,trt_cp,10 uM,24 h,3,145,0.1585,0.153295,0,0,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.3742,0.4344,-0.7419
REP.A005_YAPC_24H:H24,BRD-K09471561,levofloxacin,YAPC,trt_cp,0.04 uM,24 h,3,363,0.5013,0.431353,0,0,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.3718,0.4237,-0.7373
REP.A004_HEK293_24H:P08,BRD-A26423207,sparfloxacin,HEK293,trt_cp,3.33 uM,24 h,3,201,0.4102,0.290353,0,0,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.3631,0.3886,-0.72
CPC015_ASC_24H:BRD-A68009927-003-02-9:10,BRD-A68009927,daunorubicin,ASC,trt_cp,10 uM,24 h,4,660,0.73,0.701882,0,0,1,1,0,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A|TOP2B,-0.3622,0.3843,-0.7182
REP.B007_MCF7_24H:D01,BRD-K43797669,genistein,MCF7,trt_cp,2.22 uM,24 h,2,446,0.6344,0.537873,0,0,1,1,0,Tyrosine kinase inhibitor,CFTR|ESR2|EGFR|ESR1|ESRRA|ESRRB|ESRRG|NCOA1|NCOA2|PPARG|PTK2B|TOP2A|TRPC5,-0.361,0.3798,-0.7158
REP.A011_HELA_24H:C13,BRD-K04804440,ciprofloxacin,HELA,trt_cp,10 uM,24 h,3,153,0.3874,0.246182,0,0,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.36,0.3767,-0.7137
REP.B004_HELA_24H:P12,BRD-A26423207,sparfloxacin,HELA,trt_cp,0.01 uM,24 h,3,62,0.139,0.0938715,1,1,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.3578,0.3686,-0.7093
REP.B009_HA1E_24H:K01,BRD-K32107296,temozolomide,HA1E,trt_cp,2.22 uM,24 h,2,99,0.2039,0.143667,1,1,1,1,0,DNA alkylating agent,TOP2A|MGMT,-0.357,0.3655,-0.7078
REP.B020_HT29_24H:I24,BRD-K45152786,merbarone,HT29,trt_cp,0.01 uM,24 h,2,79,0.2378,0.138596,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.3565,0.3635,-0.7068
REP.B018_HEK293_24H:N13,BRD-K66615216,moxifloxacin,HEK293,trt_cp,2.22 uM,24 h,2,70,0.0611,0.0661303,0,0,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.3532,0.3514,-0.7002
AICHI002_THP1_24H:K12,BRD-K21680192,mitoxantrone,THP1,trt_cp,0.01 uM,24 h,3,182,0.4757,0.297531,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|PIM1,-0.3444,0.3181,-0.6829
REP.B004_HT29_24H:J11,BRD-K23677682,voreloxin,HT29,trt_cp,0.03 uM,24 h,2,204,0.1976,0.20302,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|PRKDC,-0.343,0.3127,-0.6801
REP.B023_HA1E_24H:D10,BRD-K68346641,amsacrine,HA1E,trt_cp,0.08 uM,24 h,2,264,0.4612,0.352839,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|KCNH2,-0.3419,0.31,-0.6779
REP.A022_HT29_24H:O14,BRD-K82135108,elesclomol,HT29,trt_cp,3.33 uM,24 h,3,201,0.4243,0.295301,1,1,1,1,0,Oxidizing agent,TOP2A|HSPA1A,-0.3376,0.2962,-0.6693
EMU001_THP1_24H:F11,BRD-A52530684,doxorubicin,THP1,trt_cp,0.04 uM,24 h,3,128,0.3763,0.221923,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.3329,0.2803,-0.66
REP.A004_HT29_24H:N04,BRD-A24228527,ofloxacin,HT29,trt_cp,0.37 uM,24 h,3,572,0.1753,0.320199,0,0,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.3322,0.2772,-0.6587
REP.A005_MCF7_24H:H23,BRD-K09471561,levofloxacin,MCF7,trt_cp,0.125 uM,24 h,3,205,0.2093,0.209456,0,0,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.3278,0.2624,-0.6499
REP.A004_A375_24H:P07,BRD-A26423207,sparfloxacin,A375,trt_cp,10 uM,24 h,3,128,0.2058,0.164119,1,1,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.3237,0.2503,-0.6418
CPC014_NEU_24H:BRD-K07265709-003-01-5:10,BRD-K07265709,razoxane,NEU,trt_cp,10 uM,24 h,2,129,0.25,0.181591,0,0,1,1,0,Chelating agent|Topoisomerase inhibitor,TOP2A|TOP2B,-0.3214,0.2419,-0.6372
CPC018_ASC_24H:BRD-A52530684-001-01-1:10,BRD-A52530684,doxorubicin,ASC,trt_cp,10 uM,24 h,3,581,0.73,0.658537,0,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.3181,0.2316,-0.6306
REP.B020_A549_24H:I19,BRD-K45152786,merbarone,A549,trt_cp,2.22 uM,24 h,2,222,0.0366,0.0911481,0,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.3176,0.23,-0.6298
CPC014_SKB_24H:BRD-K43797669-001-13-0:10,BRD-K43797669,genistein,SKB,trt_cp,10 uM,24 h,4,315,0.37,0.345213,0,0,1,1,0,Tyrosine kinase inhibitor,CFTR|ESR2|EGFR|ESR1|ESRRA|ESRRB|ESRRG|NCOA1|NCOA2|PPARG|PTK2B|TOP2A|TRPC5,-0.3147,0.2203,-0.624
CPC014_ASC_24H:BRD-K43797669-001-13-0:10,BRD-K43797669,genistein,ASC,trt_cp,10 uM,24 h,3,133,0.18,0.156456,1,0,1,1,0,Tyrosine kinase inhibitor,CFTR|ESR2|EGFR|ESR1|ESRRA|ESRRB|ESRRG|NCOA1|NCOA2|PPARG|PTK2B|TOP2A|TRPC5,-0.3102,0.209,-0.6151
REP.B012_A375_24H:C01,BRD-K00494077,trovafloxacin,A375,trt_cp,2.22 uM,24 h,2,141,0.3116,0.211953,0,0,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.3081,0.2031,-0.6108
REP.B005_HT29_24H:H24,BRD-K09471561,levofloxacin,HT29,trt_cp,0.01 uM,24 h,2,71,0.2181,0.125831,0,0,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.3039,0.1912,-0.6026
CPC006_VCAP_6H:BRD-K32107296-001-03-7:10,BRD-K32107296,temozolomide,VCAP,trt_cp,10 uM,6 h,4,113,0.21,0.155768,1,0,1,1,0,DNA alkylating agent,TOP2A|MGMT,-0.2953,0.1678,-0.5854
REP.A018_HT29_24H:N18,BRD-K66615216,moxifloxacin,HT29,trt_cp,0.04 uM,24 h,3,132,0.2477,0.182844,0,0,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.2902,0.1568,-0.5754
CPC017_PHH_24H:BRD-K43389675-001-01-3:10,BRD-K43389675,daunorubicin,PHH,trt_cp,10 uM,24 h,2,356,0.57,0.455505,0,0,1,1,0,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A|TOP2B,-0.2871,0.1495,-0.5693
ASG001_PC3_6H:K24,BRD-K43797669,genistein,PC3,trt_cp,0.08 uM,6 h,2,124,0.341,0.207931,1,1,1,1,0,Tyrosine kinase inhibitor,CFTR|ESR2|EGFR|ESR1|ESRRA|ESRRB|ESRRG|NCOA1|NCOA2|PPARG|PTK2B|TOP2A|TRPC5,-0.28,0.1317,-0.5551
CPC015_ASC_24H:BRD-K04548931-003-05-8:10,BRD-K04548931,epirubicin,ASC,trt_cp,10 uM,24 h,3,551,0.56,0.561695,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|CHD1,-0.2785,0.1286,-0.5521
REP.A012_THP1_24H:C01,BRD-K00494077,trovafloxacin,THP1,trt_cp,10 uM,24 h,3,291,0.3962,0.343348,1,1,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.2758,0.1227,-0.5467
REP.A005_A375_24H:H19,BRD-K09471561,levofloxacin,A375,trt_cp,10 uM,24 h,3,83,0.1047,0.0942634,1,1,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.2653,0.1007,-0.526
REP.B011_MCF7_24H:C13,BRD-K04804440,ciprofloxacin,MCF7,trt_cp,2.22 uM,24 h,2,78,0.1267,0.100523,0,0,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.2628,0.0955,-0.5211
REP.B004_HA1E_24H:P09,BRD-A26423207,sparfloxacin,HA1E,trt_cp,0.25 uM,24 h,3,259,0.5086,0.367002,1,1,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.262,0.0941,-0.5194
CPC014_PHH_24H:BRD-K83794624-001-01-7:10,BRD-K83794624,pirarubicin,PHH,trt_cp,10 uM,24 h,4,158,0.11,0.133308,0,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.2562,0.0848,-0.5079
CPC017_ASC_24H:BRD-K43389675-001-01-3:10,BRD-K43389675,daunorubicin,ASC,trt_cp,10 uM,24 h,2,672,0.7,0.693528,0,0,1,1,0,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A|TOP2B,-0.2547,0.0823,-0.505
CPC014_PHH_24H:BRD-K43797669-001-13-0:10,BRD-K43797669,genistein,PHH,trt_cp,10 uM,24 h,4,230,0.26,0.247276,0,0,1,1,0,Tyrosine kinase inhibitor,CFTR|ESR2|EGFR|ESR1|ESRRA|ESRRB|ESRRG|NCOA1|NCOA2|PPARG|PTK2B|TOP2A|TRPC5,-0.2482,0.0717,-0.4922
REP.B005_HT29_24H:O07,BRD-K11196887,norfloxacin,HT29,trt_cp,2.22 uM,24 h,2,142,0.3563,0.227448,0,0,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.2444,0.0661,-0.4846
REP.B024_MDAMB231_24H:L20,BRD-K78113049,enoxacin,MDAMB231,trt_cp,0.74 uM,24 h,2,79,0.0676,0.0738954,0,0,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.2441,0.0657,-0.484
REP.B009_HEK293_24H:K01,BRD-K32107296,temozolomide,HEK293,trt_cp,2.22 uM,24 h,2,139,0.2746,0.197555,1,1,1,1,0,DNA alkylating agent,TOP2A|MGMT,-0.2369,0.0555,-0.4697
CPC014_HCC515_6H:BRD-K66615216-001-01-9:10,BRD-K66615216,moxifloxacin,HCC515,trt_cp,10 uM,6 h,3,42,0.14,0.0775388,1,0,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.2326,0.0496,-0.4612
PAC005_U2OS_6H:BRD-A75850590-003-04-9:10,BRD-A75850590,lomefloxacin,U2OS,trt_cp,10 uM,6 h,2,18,0.23,0.0650625,1,1,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.2272,0.0427,-0.4505
REP.B022_MCF10A_24H:O15,BRD-K82135108,elesclomol,MCF10A,trt_cp,0.25 uM,24 h,2,119,0.1731,0.145128,0,0,1,1,0,Oxidizing agent,TOP2A|HSPA1A,-0.2257,0.0404,-0.4475
REP.B011_MDAMB231_24H:C17,BRD-K04804440,ciprofloxacin,MDAMB231,trt_cp,0.03 uM,24 h,2,369,0.3072,0.340451,0,0,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.2244,0.0386,-0.445
REP.B011_YAPC_24H:C14,BRD-K04804440,ciprofloxacin,YAPC,trt_cp,0.74 uM,24 h,2,61,0.1161,0.0850965,0,0,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.2158,0.0297,-0.4279
CPC011_A375_6H:BRD-K55034111-066-12-2:10,BRD-K55034111,pefloxacin,A375,trt_cp,10 uM,6 h,3,147,0.1,0.1226,1,0,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.1645,0.0026,-0.3262
