"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2001257","BP","GO:2001257","regulation of cation channel activity","1/117","180/18800",0.676680377618905,0.757766773233822,0.643405276452858,"CAV1",1
"GO:0010721","BP","GO:0010721","negative regulation of cell development","1/117","181/18800",0.678711977823985,0.759579787947693,0.644944672576303,"IGF1",1
"GO:0007219","BP","GO:0007219","Notch signaling pathway","1/117","182/18800",0.680730920763702,0.760386776155375,0.645629870831489,"CHAC1",1
"GO:0032640","BP","GO:0032640","tumor necrosis factor production","1/117","182/18800",0.680730920763702,0.760386776155375,0.645629870831489,"IGF1",1
"GO:0032680","BP","GO:0032680","regulation of tumor necrosis factor production","1/117","182/18800",0.680730920763702,0.760386776155375,0.645629870831489,"IGF1",1
"GO:0006109","BP","GO:0006109","regulation of carbohydrate metabolic process","1/117","183/18800",0.682737284619682,0.760386776155375,0.645629870831489,"IGF1",1
"GO:0045766","BP","GO:0045766","positive regulation of angiogenesis","1/117","183/18800",0.682737284619682,0.760386776155375,0.645629870831489,"XBP1",1
"GO:0048515","BP","GO:0048515","spermatid differentiation","1/117","183/18800",0.682737284619682,0.760386776155375,0.645629870831489,"TRIP13",1
"GO:0090087","BP","GO:0090087","regulation of peptide transport","1/117","183/18800",0.682737284619682,0.760386776155375,0.645629870831489,"CD38",1
"GO:1904018","BP","GO:1904018","positive regulation of vasculature development","1/117","183/18800",0.682737284619682,0.760386776155375,0.645629870831489,"XBP1",1
"GO:0018394","BP","GO:0018394","peptidyl-lysine acetylation","1/117","184/18800",0.684731147094813,0.762146337243984,0.647123880503912,"CHEK1",1
"GO:0007565","BP","GO:0007565","female pregnancy","1/117","185/18800",0.686712585416144,0.763889951511251,0.648604350035283,"CD38",1
"GO:0002040","BP","GO:0002040","sprouting angiogenesis","1/117","186/18800",0.688681676337783,0.765155682642039,0.649679058133982,"E2F8",1
"GO:0030308","BP","GO:0030308","negative regulation of cell growth","1/117","186/18800",0.688681676337783,0.765155682642039,0.649679058133982,"EAF2",1
"GO:0071706","BP","GO:0071706","tumor necrosis factor superfamily cytokine production","1/117","187/18800",0.690638496143761,0.765955969037094,0.650358566008225,"IGF1",1
"GO:1903555","BP","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","1/117","187/18800",0.690638496143761,0.765955969037094,0.650358566008225,"IGF1",1
"GO:0050878","BP","GO:0050878","regulation of body fluid levels","2/117","382/18800",0.690650140467994,0.765955969037094,0.650358566008225,"CAV1/XBP1",2
"GO:0009749","BP","GO:0009749","response to glucose","1/117","189/18800",0.694515625211595,0.769316044533421,0.653211541857761,"XBP1",1
"GO:0051648","BP","GO:0051648","vesicle localization","1/117","189/18800",0.694515625211595,0.769316044533421,0.653211541857761,"SDC1",1
"GO:0002253","BP","GO:0002253","activation of immune response","2/117","386/18800",0.696149154407472,0.769591135632363,0.653445116449332,"CD38/IGLL5",2
"GO:0007369","BP","GO:0007369","gastrulation","1/117","190/18800",0.696436084716739,0.769591135632363,0.653445116449332,"MIXL1",1
"GO:0050731","BP","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","1/117","190/18800",0.696436084716739,0.769591135632363,0.653445116449332,"IGF1",1
"GO:0060401","BP","GO:0060401","cytosolic calcium ion transport","1/117","190/18800",0.696436084716739,0.769591135632363,0.653445116449332,"CAV1",1
"GO:0050821","BP","GO:0050821","protein stabilization","1/117","191/18800",0.698344573598424,0.771237168563106,0.654842731533899,"IGF1",1
"GO:0007626","BP","GO:0007626","locomotory behavior","1/117","192/18800",0.700241165832772,0.772405024744238,0.655834335884498,"UCHL1",1
"GO:0010952","BP","GO:0010952","positive regulation of peptidase activity","1/117","192/18800",0.700241165832772,0.772405024744238,0.655834335884498,"CAV1",1
"GO:0009746","BP","GO:0009746","response to hexose","1/117","193/18800",0.702125934942701,0.773958024230928,0.65715295805079,"XBP1",1
"GO:0006869","BP","GO:0006869","lipid transport","2/117","391/18800",0.702910275129882,0.773958024230928,0.65715295805079,"CAV1/DENND5B",2
"GO:0030099","BP","GO:0030099","myeloid cell differentiation","2/117","391/18800",0.702910275129882,0.773958024230928,0.65715295805079,"HMGB3/PIR",2
"GO:0001935","BP","GO:0001935","endothelial cell proliferation","1/117","194/18800",0.703998954000674,0.774693409632541,0.657777359732596,"CAV1",1
"GO:0051216","BP","GO:0051216","cartilage development","1/117","195/18800",0.705860295631434,0.775814211496997,0.658729011162721,"TYMS",1
"GO:0120032","BP","GO:0120032","regulation of plasma membrane bounded cell projection assembly","1/117","195/18800",0.705860295631434,0.775814211496997,0.658729011162721,"CAV1",1
"GO:0050727","BP","GO:0050727","regulation of inflammatory response","2/117","394/18800",0.706907297874163,0.7765013934286,0.659312484199932,"IGF1/PBK",2
"GO:0046486","BP","GO:0046486","glycerolipid metabolic process","2/117","396/18800",0.709547279203902,0.778473361399758,0.660986844494492,"CAV1/PLAAT2",2
"GO:0060491","BP","GO:0060491","regulation of cell projection assembly","1/117","197/18800",0.709548234887993,0.778473361399758,0.660986844494492,"CAV1",1
"GO:0022408","BP","GO:0022408","negative regulation of cell-cell adhesion","1/117","199/18800",0.713190324858867,0.781072806701472,0.663193983791238,"CCL25",1
"GO:0071674","BP","GO:0071674","mononuclear cell migration","1/117","199/18800",0.713190324858867,0.781072806701472,0.663193983791238,"CCL25",1
"GO:1903828","BP","GO:1903828","negative regulation of protein localization","1/117","199/18800",0.713190324858867,0.781072806701472,0.663193983791238,"DERL3",1
"GO:0007179","BP","GO:0007179","transforming growth factor beta receptor signaling pathway","1/117","200/18800",0.714994353243981,0.782118006133196,0.664081442641469,"CAV1",1
"GO:0034284","BP","GO:0034284","response to monosaccharide","1/117","200/18800",0.714994353243981,0.782118006133196,0.664081442641469,"XBP1",1
"GO:0006006","BP","GO:0006006","glucose metabolic process","1/117","201/18800",0.716787130699382,0.782683930971271,0.664561958599352,"IGF1",1
"GO:0009612","BP","GO:0009612","response to mechanical stimulus","1/117","201/18800",0.716787130699382,0.782683930971271,0.664561958599352,"CHEK1",1
"GO:1901888","BP","GO:1901888","regulation of cell junction assembly","1/117","201/18800",0.716787130699382,0.782683930971271,0.664561958599352,"CAV1",1
"GO:0017157","BP","GO:0017157","regulation of exocytosis","1/117","204/18800",0.722098651017204,0.787549535854664,0.668693250661355,"SDC1",1
"GO:0042098","BP","GO:0042098","T cell proliferation","1/117","204/18800",0.722098651017204,0.787549535854664,0.668693250661355,"IGF1",1
"GO:0044703","BP","GO:0044703","multi-organism reproductive process","1/117","205/18800",0.723847116161912,0.788522213523124,0.669519132669224,"CD38",1
"GO:0045216","BP","GO:0045216","cell-cell junction organization","1/117","205/18800",0.723847116161912,0.788522213523124,0.669519132669224,"CAV1",1
"GO:0043523","BP","GO:0043523","regulation of neuron apoptotic process","1/117","207/18800",0.727311391895857,0.791827482247352,0.672325573136635,"MYBL2",1
"GO:0030100","BP","GO:0030100","regulation of endocytosis","1/117","208/18800",0.729027336990687,0.792758019728208,0.673115674717052,"CAV1",1
"GO:0045637","BP","GO:0045637","regulation of myeloid cell differentiation","1/117","208/18800",0.729027336990687,0.792758019728208,0.673115674717052,"HMGB3",1
"GO:0016051","BP","GO:0016051","carbohydrate biosynthetic process","1/117","209/18800",0.730732575887637,0.793674732866749,0.673894038312772,"IGF1",1
"GO:0050807","BP","GO:0050807","regulation of synapse organization","1/117","209/18800",0.730732575887637,0.793674732866749,0.673894038312772,"CDC20",1
"GO:0002573","BP","GO:0002573","myeloid leukocyte differentiation","1/117","210/18800",0.732427174812985,0.79457774238698,0.674660766428237,"PIR",1
"GO:0017038","BP","GO:0017038","protein import","1/117","210/18800",0.732427174812985,0.79457774238698,0.674660766428237,"CDK1",1
"GO:0008016","BP","GO:0008016","regulation of heart contraction","1/117","211/18800",0.734111199586889,0.795467168004393,0.675415960711583,"CAV1",1
"GO:0042180","BP","GO:0042180","cellular ketone metabolic process","1/117","211/18800",0.734111199586889,0.795467168004393,0.675415960711583,"CAV1",1
"GO:0034764","BP","GO:0034764","positive regulation of transmembrane transport","1/117","213/18800",0.737447787945189,0.798143079134093,0.677688025680625,"IGF1",1
"GO:0044706","BP","GO:0044706","multi-multicellular organism process","1/117","213/18800",0.737447787945189,0.798143079134093,0.677688025680625,"CD38",1
"GO:0001503","BP","GO:0001503","ossification","2/117","420/18800",0.739715359306016,0.800126895700573,0.679372446390892,"IGF1/TWIST2",2
"GO:0050803","BP","GO:0050803","regulation of synapse structure or activity","1/117","215/18800",0.740742859494813,0.800767824034028,0.679916646382419,"CDC20",1
"GO:0016311","BP","GO:0016311","dephosphorylation","2/117","422/18800",0.742105892285702,0.801120955830315,0.680216483837741,"CDCA2/HSP90B1",2
"GO:0030258","BP","GO:0030258","lipid modification","1/117","216/18800",0.742374986771601,0.801120955830315,0.680216483837741,"ACOXL",1
"GO:0043491","BP","GO:0043491","protein kinase B signaling","1/117","216/18800",0.742374986771601,0.801120955830315,0.680216483837741,"IGF1",1
"GO:0010810","BP","GO:0010810","regulation of cell-substrate adhesion","1/117","217/18800",0.743996926426558,0.801842444820326,0.680829086342196,"CCL25",1
"GO:0071222","BP","GO:0071222","cellular response to lipopolysaccharide","1/117","217/18800",0.743996926426558,0.801842444820326,0.680829086342196,"XBP1",1
"GO:0006816","BP","GO:0006816","calcium ion transport","2/117","424/18800",0.744477829584993,0.801842444820326,0.680829086342196,"BHLHA15/CAV1",2
"GO:0002685","BP","GO:0002685","regulation of leukocyte migration","1/117","218/18800",0.745608741505291,0.801842444820326,0.680829086342196,"CCL25",1
"GO:0010001","BP","GO:0010001","glial cell differentiation","1/117","218/18800",0.745608741505291,0.801842444820326,0.680829086342196,"CDK1",1
"GO:0042391","BP","GO:0042391","regulation of membrane potential","2/117","425/18800",0.745656852543399,0.801842444820326,0.680829086342196,"CAV1/PYCR1",2
"GO:0044242","BP","GO:0044242","cellular lipid catabolic process","1/117","219/18800",0.747210494666623,0.803044086795828,0.681849377564713,"ACOXL",1
"GO:0030072","BP","GO:0030072","peptide hormone secretion","1/117","220/18800",0.748802248184949,0.804285261906937,0.682903235616685,"CD38",1
"GO:0032102","BP","GO:0032102","negative regulation of response to external stimulus","2/117","429/18800",0.750326900416477,0.804576040615421,0.683150130257526,"IGF1/PBK",2
"GO:0050804","BP","GO:0050804","modulation of chemical synaptic transmission","2/117","429/18800",0.750326900416477,0.804576040615421,0.683150130257526,"CD38/CDC20",2
"GO:0007596","BP","GO:0007596","blood coagulation","1/117","221/18800",0.750384063952568,0.804576040615421,0.683150130257526,"CAV1",1
"GO:0099177","BP","GO:0099177","regulation of trans-synaptic signaling","2/117","430/18800",0.751482957651373,0.805285288146786,0.683752338773537,"CD38/CDC20",2
"GO:0002790","BP","GO:0002790","peptide secretion","1/117","225/18800",0.756613174118499,0.808899450378721,0.686821054811401,"CD38",1
"GO:0006486","BP","GO:0006486","protein glycosylation","1/117","225/18800",0.756613174118499,0.808899450378721,0.686821054811401,"DERL3",1
"GO:0043413","BP","GO:0043413","macromolecule glycosylation","1/117","225/18800",0.756613174118499,0.808899450378721,0.686821054811401,"DERL3",1
"GO:0060348","BP","GO:0060348","bone development","1/117","225/18800",0.756613174118499,0.808899450378721,0.686821054811401,"IGF1",1
"GO:0008406","BP","GO:0008406","gonad development","1/117","226/18800",0.758146216305748,0.809128802445728,0.68701579326562,"SDC1",1
"GO:0009743","BP","GO:0009743","response to carbohydrate","1/117","226/18800",0.758146216305748,0.809128802445728,0.68701579326562,"XBP1",1
"GO:0050817","BP","GO:0050817","coagulation","1/117","226/18800",0.758146216305748,0.809128802445728,0.68701579326562,"CAV1",1
"GO:0007599","BP","GO:0007599","hemostasis","1/117","227/18800",0.759669684201313,0.809815801166541,0.687599110742053,"CAV1",1
"GO:0048588","BP","GO:0048588","developmental cell growth","1/117","227/18800",0.759669684201313,0.809815801166541,0.687599110742053,"IGF1",1
"GO:0071219","BP","GO:0071219","cellular response to molecule of bacterial origin","1/117","229/18800",0.762688133881281,0.812093033242011,0.689532664950048,"XBP1",1
"GO:0097529","BP","GO:0097529","myeloid leukocyte migration","1/117","229/18800",0.762688133881281,0.812093033242011,0.689532664950048,"CCL25",1
"GO:0016358","BP","GO:0016358","dendrite development","1/117","231/18800",0.765668993060561,0.813385237290533,0.690629850696956,"CDC20",1
"GO:0045137","BP","GO:0045137","development of primary sexual characteristics","1/117","231/18800",0.765668993060561,0.813385237290533,0.690629850696956,"SDC1",1
"GO:0046883","BP","GO:0046883","regulation of hormone secretion","1/117","231/18800",0.765668993060561,0.813385237290533,0.690629850696956,"CD38",1
"GO:0072593","BP","GO:0072593","reactive oxygen species metabolic process","1/117","231/18800",0.765668993060561,0.813385237290533,0.690629850696956,"FOXM1",1
"GO:0002274","BP","GO:0002274","myeloid leukocyte activation","1/117","232/18800",0.767145471482227,0.814483744520634,0.691562572179389,"SPACA3",1
"GO:0010876","BP","GO:0010876","lipid localization","2/117","446/18800",0.769367636037715,0.816372229363362,0.693166048546038,"CAV1/DENND5B",2
"GO:0007160","BP","GO:0007160","cell-matrix adhesion","1/117","235/18800",0.771519790837052,0.818184294315099,0.694704638244617,"CCL25",1
"GO:0048568","BP","GO:0048568","embryonic organ development","2/117","449/18800",0.77259492517932,0.818768029090938,0.695200276280078,"E2F8/PLK4",2
"GO:0030595","BP","GO:0030595","leukocyte chemotaxis","1/117","236/18800",0.772959714589924,0.818768029090938,0.695200276280078,"CCL25",1
"GO:0045444","BP","GO:0045444","fat cell differentiation","1/117","237/18800",0.774390640758475,0.819812058445286,0.696086741639983,"XBP1",1
"GO:0051402","BP","GO:0051402","neuron apoptotic process","1/117","241/18800",0.780025479289055,0.825302820328247,0.700748842555503,"MYBL2",1
"GO:0002443","BP","GO:0002443","leukocyte mediated immunity","2/117","457/18800",0.781011050755353,0.825820864768658,0.701188704183343,"EXO1/IGLL5",2
"GO:0019318","BP","GO:0019318","hexose metabolic process","1/117","242/18800",0.781412246837047,0.825820864768658,0.701188704183343,"IGF1",1
"GO:1901617","BP","GO:1901617","organic hydroxy compound biosynthetic process","1/117","243/18800",0.782790346153787,0.826802654772875,0.702022323301249,"DHCR24",1
"GO:0070085","BP","GO:0070085","glycosylation","1/117","244/18800",0.784159830957365,0.827299856041553,0.702444487390552,"DERL3",1
"GO:0090305","BP","GO:0090305","nucleic acid phosphodiester bond hydrolysis","1/117","244/18800",0.784159830957365,0.827299856041553,0.702444487390552,"EXO1",1
"GO:0045926","BP","GO:0045926","negative regulation of growth","1/117","245/18800",0.785520754635851,0.828261001881216,0.703260577943112,"EAF2",1
"GO:0006898","BP","GO:0006898","receptor-mediated endocytosis","1/117","246/18800",0.786873170249304,0.829212081527744,0.704068121483575,"CAV1",1
"GO:0051051","BP","GO:0051051","negative regulation of transport","2/117","464/18800",0.788152264121737,0.829678523332752,0.704464168300487,"CAV1/DERL3",2
"GO:0060047","BP","GO:0060047","heart contraction","1/117","247/18800",0.788217130531767,0.829678523332752,0.704464168300487,"CAV1",1
"GO:0015850","BP","GO:0015850","organic hydroxy compound transport","1/117","248/18800",0.78955268789326,0.830135064769556,0.70485180890408,"CAV1",1
"GO:0017148","BP","GO:0017148","negative regulation of translation","1/117","248/18800",0.78955268789326,0.830135064769556,0.70485180890408,"TYMS",1
"GO:0015833","BP","GO:0015833","peptide transport","1/117","249/18800",0.790879894421747,0.831055870793628,0.705633647690636,"CD38",1
"GO:0051924","BP","GO:0051924","regulation of calcium ion transport","1/117","251/18800",0.793509461733048,0.833343365117252,0.707575915377294,"CAV1",1
"GO:0071560","BP","GO:0071560","cellular response to transforming growth factor beta stimulus","1/117","252/18800",0.794811925099118,0.834235321612017,0.708333258580202,"CAV1",1
"GO:0001819","BP","GO:0001819","positive regulation of cytokine production","2/117","475/18800",0.798964249619733,0.838115774102524,0.711628076584378,"POU2AF1/XBP1",2
"GO:0071216","BP","GO:0071216","cellular response to biotic stimulus","1/117","256/18800",0.799940825455544,0.838662334660397,0.712092150702244,"XBP1",1
"GO:0003015","BP","GO:0003015","heart process","1/117","257/18800",0.801203062482167,0.839507591365777,0.712809842007021,"CAV1",1
"GO:0071559","BP","GO:0071559","response to transforming growth factor beta","1/117","258/18800",0.802457403294851,0.840343617443584,0.713519695762441,"CAV1",1
"GO:0090150","BP","GO:0090150","establishment of protein localization to membrane","1/117","259/18800",0.803703896866984,0.841170479893188,0.714221768856391,"TRAM2",1
"GO:0005996","BP","GO:0005996","monosaccharide metabolic process","1/117","261/18800",0.806173536679426,0.842796979572301,0.715602798630531,"IGF1",1
"GO:0060828","BP","GO:0060828","regulation of canonical Wnt signaling pathway","1/117","261/18800",0.806173536679426,0.842796979572301,0.715602798630531,"CAV1",1
"GO:0030217","BP","GO:0030217","T cell differentiation","1/117","263/18800",0.80861236771728,0.844387617111464,0.716953378547428,"XBP1",1
"GO:0032412","BP","GO:0032412","regulation of ion transmembrane transporter activity","1/117","263/18800",0.80861236771728,0.844387617111464,0.716953378547428,"CAV1",1
"GO:0090066","BP","GO:0090066","regulation of anatomical structure size","2/117","487/18800",0.810204594062957,0.845463895526227,0.717867225967836,"CAV1/CD38",2
"GO:0031330","BP","GO:0031330","negative regulation of cellular catabolic process","1/117","265/18800",0.811020771047972,0.845463895526227,0.717867225967836,"PBK",1
"GO:0051091","BP","GO:0051091","positive regulation of DNA-binding transcription factor activity","1/117","265/18800",0.811020771047972,0.845463895526227,0.717867225967836,"CAV1",1
"GO:0043410","BP","GO:0043410","positive regulation of MAPK cascade","2/117","491/18800",0.813826315491884,0.847908458868454,0.719942857954575,"CCL25/IGF1",2
"GO:0043547","BP","GO:0043547","positive regulation of GTPase activity","1/117","272/18800",0.819215957207092,0.853041050462815,0.724300843327299,"CCL25",1
"GO:0022898","BP","GO:0022898","regulation of transmembrane transporter activity","1/117","273/18800",0.82035756628561,0.853264564707236,0.724490624997996,"CAV1",1
"GO:0043270","BP","GO:0043270","positive regulation of ion transport","1/117","273/18800",0.82035756628561,0.853264564707236,0.724490624997996,"CAV1",1
"GO:0046942","BP","GO:0046942","carboxylic acid transport","1/117","279/18800",0.82705866109712,0.859748726753132,0.729996202995169,"SLC16A14",1
"GO:0046879","BP","GO:0046879","hormone secretion","1/117","281/18800",0.829236812212621,0.861526507496295,0.731505682627862,"CD38",1
"GO:0042886","BP","GO:0042886","amide transport","1/117","287/18800",0.835609398457181,0.867168490732621,0.736296182702732,"CD38",1
"GO:0044262","BP","GO:0044262","cellular carbohydrate metabolic process","1/117","287/18800",0.835609398457181,0.867168490732621,0.736296182702732,"IGF1",1
"GO:0009914","BP","GO:0009914","hormone transport","1/117","290/18800",0.838706696729747,0.869892410523642,0.738609010908035,"CD38",1
"GO:0042063","BP","GO:0042063","gliogenesis","1/117","291/18800",0.839726216799041,0.87045943982378,0.739090464643537,"CDK1",1
"GO:0034504","BP","GO:0034504","protein localization to nucleus","1/117","294/18800",0.842746598221505,0.873098754825994,0.741331456540554,"CDK1",1
"GO:0043588","BP","GO:0043588","skin development","1/117","296/18800",0.844728764151027,0.874660098313858,0.74265716343868,"DHCR24",1
"GO:0031647","BP","GO:0031647","regulation of protein stability","1/117","300/18800",0.84861908053742,0.878194337981669,0.745658018755699,"IGF1",1
"GO:0001822","BP","GO:0001822","kidney development","1/117","303/18800",0.851473253847498,0.880652955243395,0.747745583656732,"SDC1",1
"GO:0007162","BP","GO:0007162","negative regulation of cell adhesion","1/117","305/18800",0.85334632908147,0.881599658719969,0.748549411474973,"CCL25",1
"GO:0032409","BP","GO:0032409","regulation of transporter activity","1/117","305/18800",0.85334632908147,0.881599658719969,0.748549411474973,"CAV1",1
"GO:0016236","BP","GO:0016236","macroautophagy","1/117","306/18800",0.854274065199202,0.881982320346321,0.748874322144308,"UCHL1",1
"GO:0030198","BP","GO:0030198","extracellular matrix organization","1/117","307/18800",0.85519598227348,0.881982320346321,0.748874322144308,"CAV1",1
"GO:0006913","BP","GO:0006913","nucleocytoplasmic transport","1/117","308/18800",0.856112116490427,0.881982320346321,0.748874322144308,"CDK1",1
"GO:0043062","BP","GO:0043062","extracellular structure organization","1/117","308/18800",0.856112116490427,0.881982320346321,0.748874322144308,"CAV1",1
"GO:0051169","BP","GO:0051169","nuclear transport","1/117","308/18800",0.856112116490427,0.881982320346321,0.748874322144308,"CDK1",1
"GO:0006650","BP","GO:0006650","glycerophospholipid metabolic process","1/117","309/18800",0.857022503813087,0.882426414720298,0.749251394184878,"PLAAT2",1
"GO:0045229","BP","GO:0045229","external encapsulating structure organization","1/117","310/18800",0.857927179982784,0.882864135465794,0.749623054499387,"CAV1",1
"GO:0072001","BP","GO:0072001","renal system development","1/117","312/18800",0.859719540728123,0.884214343285181,0.750769490138937,"SDC1",1
"GO:0070588","BP","GO:0070588","calcium ion transmembrane transport","1/117","314/18800",0.861489480273973,0.885045833250214,0.751475492367745,"BHLHA15",1
"GO:0090287","BP","GO:0090287","regulation of cellular response to growth factor stimulus","1/117","314/18800",0.861489480273973,0.885045833250214,0.751475492367745,"CAV1",1
"GO:0060326","BP","GO:0060326","cell chemotaxis","1/117","315/18800",0.862366129132998,0.885452338948048,0.751820648582207,"CCL25",1
"GO:0008202","BP","GO:0008202","steroid metabolic process","1/117","323/18800",0.869184122329669,0.891955389748562,0.757342264659718,"DHCR24",1
"GO:0009895","BP","GO:0009895","negative regulation of catabolic process","1/117","324/18800",0.870012474209705,0.892308058507001,0.757641708958459,"PBK",1
"GO:0032496","BP","GO:0032496","response to lipopolysaccharide","1/117","333/18800",0.877237451035751,0.899217231267716,0.763508155426146,"XBP1",1
"GO:0010506","BP","GO:0010506","regulation of autophagy","1/117","336/18800",0.879556156584657,0.901092311782056,0.76510025043389,"UCHL1",1
"GO:1990778","BP","GO:1990778","protein localization to cell periphery","1/117","337/18800",0.880319367680822,0.90137261173548,0.765338247764195,"CAV1",1
"GO:0006790","BP","GO:0006790","sulfur compound metabolic process","1/117","339/18800",0.881831434351751,0.901917594800875,0.765800982463363,"CHAC1",1
"GO:0019216","BP","GO:0019216","regulation of lipid metabolic process","1/117","339/18800",0.881831434351751,0.901917594800875,0.765800982463363,"CAV1",1
"GO:0045765","BP","GO:0045765","regulation of angiogenesis","1/117","345/18800",0.886254917656914,0.905938536039077,0.769215086776654,"XBP1",1
"GO:0030336","BP","GO:0030336","negative regulation of cell migration","1/117","346/18800",0.886976032511107,0.906172517121503,0.769413755639345,"CCL25",1
"GO:1901342","BP","GO:1901342","regulation of vasculature development","1/117","351/18800",0.890514176311419,0.909282639261965,0.772054500874249,"XBP1",1
"GO:1904062","BP","GO:1904062","regulation of cation transmembrane transport","1/117","352/18800",0.891208514290256,0.909487181157629,0.772228173486422,"CAV1",1
"GO:0002237","BP","GO:0002237","response to molecule of bacterial origin","1/117","354/18800",0.892584119589639,0.910386351337687,0.772991641691566,"XBP1",1
"GO:0060271","BP","GO:0060271","cilium assembly","1/117","355/18800",0.893265441177409,0.910576786936661,0.773153336916974,"PLK4",1
"GO:0006887","BP","GO:0006887","exocytosis","1/117","357/18800",0.894615256641766,0.911448083828164,0.773893138445823,"SDC1",1
"GO:0015711","BP","GO:0015711","organic anion transport","1/117","361/18800",0.89726431901989,0.913136324663139,0.775326591454736,"SLC16A14",1
"GO:2000146","BP","GO:2000146","negative regulation of cell motility","1/117","361/18800",0.89726431901989,0.913136324663139,0.775326591454736,"CCL25",1
"GO:0001818","BP","GO:0001818","negative regulation of cytokine production","1/117","363/18800",0.898563984229214,0.913598983633209,0.775719426338841,"IGF1",1
"GO:0031589","BP","GO:0031589","cell-substrate adhesion","1/117","364/18800",0.899207690572175,0.913598983633209,0.775719426338841,"CCL25",1
"GO:0043087","BP","GO:0043087","regulation of GTPase activity","1/117","364/18800",0.899207690572175,0.913598983633209,0.775719426338841,"CCL25",1
"GO:0009150","BP","GO:0009150","purine ribonucleotide metabolic process","1/117","366/18800",0.900482977850945,0.914390050867948,0.776391106400356,"IGF1",1
"GO:0051271","BP","GO:0051271","negative regulation of cellular component movement","1/117","369/18800",0.902365971900842,0.915796997943467,0.777585718257268,"CCL25",1
"GO:0032259","BP","GO:0032259","methylation","1/117","376/18800",0.906623364724988,0.919104413248184,0.780393981345123,"TYMS",1
"GO:1902903","BP","GO:1902903","regulation of supramolecular fiber organization","1/117","376/18800",0.906623364724988,0.919104413248184,0.780393981345123,"TPX2",1
"GO:0009259","BP","GO:0009259","ribonucleotide metabolic process","1/117","384/18800",0.911263957917155,0.922285292207522,0.783094804841859,"IGF1",1
"GO:0044782","BP","GO:0044782","cilium organization","1/117","384/18800",0.911263957917155,0.922285292207522,0.783094804841859,"PLK4",1
"GO:0050900","BP","GO:0050900","leukocyte migration","1/117","384/18800",0.911263957917155,0.922285292207522,0.783094804841859,"CCL25",1
"GO:0006644","BP","GO:0006644","phospholipid metabolic process","1/117","388/18800",0.913497760259231,0.924038119031453,0.784583096578924,"PLAAT2",1
"GO:0009615","BP","GO:0009615","response to virus","1/117","392/18800",0.915675798437382,0.924781549307801,0.785214329010026,"POU2AF1",1
"GO:0018205","BP","GO:0018205","peptidyl-lysine modification","1/117","392/18800",0.915675798437382,0.924781549307801,0.785214329010026,"CHEK1",1
"GO:0032970","BP","GO:0032970","regulation of actin filament-based process","1/117","393/18800",0.916211757345619,0.924781549307801,0.785214329010026,"CAV1",1
"GO:0006163","BP","GO:0006163","purine nucleotide metabolic process","1/117","394/18800",0.916744338667429,0.924781549307801,0.785214329010026,"IGF1",1
"GO:0019693","BP","GO:0019693","ribose phosphate metabolic process","1/117","394/18800",0.916744338667429,0.924781549307801,0.785214329010026,"IGF1",1
"GO:0040013","BP","GO:0040013","negative regulation of locomotion","1/117","396/18800",0.917799452833193,0.925338878787464,0.78568754681345,"CCL25",1
"GO:0043254","BP","GO:0043254","regulation of protein-containing complex assembly","1/117","401/18800",0.92037959178605,0.927432308964487,0.7874650383443,"HJURP",1
"GO:0010959","BP","GO:0010959","regulation of metal ion transport","1/117","403/18800",0.921389018408821,0.927941566132735,0.787897438867384,"CAV1",1
"GO:0072521","BP","GO:0072521","purine-containing compound metabolic process","1/117","416/18800",0.927647955445678,0.933734218685343,0.792815869377475,"IGF1",1
"GO:0050808","BP","GO:0050808","synapse organization","1/117","419/18800",0.929020651881251,0.934548764999418,0.793507485076267,"CDC20",1
"GO:0034329","BP","GO:0034329","cell junction assembly","1/117","420/18800",0.92947245448883,0.934548764999418,0.793507485076267,"CAV1",1
"GO:0007409","BP","GO:0007409","axonogenesis","1/117","430/18800",0.933836560133134,0.938424185155622,0.796798030221618,"UCHL1",1
"GO:0007015","BP","GO:0007015","actin filament organization","1/117","450/18800",0.941777451257029,0.945599362169071,0.802890335813528,"HSP90B1",1
"GO:0023061","BP","GO:0023061","signal release","1/117","451/18800",0.94214867949697,0.945599362169071,0.802890335813528,"CD38",1
"GO:0051090","BP","GO:0051090","regulation of DNA-binding transcription factor activity","1/117","452/18800",0.94251756088009,0.945599362169071,0.802890335813528,"CAV1",1
"GO:0006417","BP","GO:0006417","regulation of translation","1/117","463/18800",0.946424505809018,0.949001914593901,0.805779378010774,"TYMS",1
"GO:0034765","BP","GO:0034765","regulation of ion transmembrane transport","1/117","476/18800",0.950703571390862,0.952773693484255,0.808981923339214,"CAV1",1
"GO:0061564","BP","GO:0061564","axon development","1/117","479/18800",0.951641889050293,0.952986001164476,0.809162189730551,"UCHL1",1
"GO:0001667","BP","GO:0001667","ameboidal-type cell migration","1/117","480/18800",0.951950709473912,0.952986001164476,0.809162189730551,"MIXL1",1
"GO:0010817","BP","GO:0010817","regulation of hormone levels","1/117","496/18800",0.956634068376057,0.957153978195826,0.812701139324053,"CD38",1
"GO:0060284","BP","GO:0060284","regulation of cell development","1/117","500/18800",0.957732359640488,0.957732359640488,0.813192231948383,"IGF1",1
